roll_call,bill_id,bill_raw,name,bioguide_id,party,state,vote,description,question,,,,,,
22,hr165,H R 165,Ramirez,R000617,D,IL,Yea,Wounded Knee Massacre Memorial and Sacred Site Act,On Motion to Suspend the Rules and Pass,,,,,,
22,hr165,H R 165,Randall,R000621,D,WA,Yea,Wounded Knee Massacre Memorial and Sacred Site Act,On Motion to Suspend the Rules and Pass,,,,,,
22,hr165,H R 165,Raskin,R000606,D,MD,Yea,Wounded Knee Massacre Memorial and Sacred Site Act,On Motion to Suspend the Rules and Pass,,,,,,
22,hr165,H R 165,Reschenthaler,R000610,R,PA,Yea,Wounded Knee Massacre Memorial and Sacred Site Act,On Motion to Suspend the Rules and Pass,,,,,,
22,hr165,H R 165,Riley (NY),R000622,D,NY,Not Voting,Wounded Knee Massacre Memorial and Sacred Site Act,On Motion to Suspend the Rules and Pass,,,,,,
22,hr165,H R 165,Rivas,R000620,D,CA,Yea,Wounded Knee Massacre Memorial and Sacred Site Act,On Motion to Suspend the Rules and Pass,,,,,,
22,hr165,H R 165,Rogers (AL),R000575,R,AL,Yea,Wounded Knee Massacre Memorial and Sacred Site Act,On Motion to Suspend the Rules and Pass,,,,,,
22,hr165,H R 165,Rogers (KY),R000395,R,KY,Yea,Wounded Knee Massacre Memorial and Sacred Site Act,On Motion to Suspend the Rules and Pass,,,,,,
22,hr165,H R 165,Rose,R000612,R,TN,Yea,Wounded Knee Massacre Memorial and Sacred Site Act,On Motion to Suspend the Rules and Pass,,,,,,
22,hr165,H R 165,Ross,R000305,D,NC,Yea,Wounded Knee Massacre Memorial and Sacred Site Act,On Motion to Suspend the Rules and Pass,,,,,,
22,hr165,H R 165,Rouzer,R000603,R,NC,Yea,Wounded Knee Massacre Memorial and Sacred Site Act,On Motion to Suspend the Rules and Pass,,,,,,
22,hr165,H R 165,Roy,R000614,R,TX,Yea,Wounded Knee Massacre Memorial and Sacred Site Act,On Motion to Suspend the Rules and Pass,,,,,,
22,hr165,H R 165,Ruiz,R000599,D,CA,Yea,Wounded Knee Massacre Memorial and Sacred Site Act,On Motion to Suspend the Rules and Pass,,,,,,
22,hr165,H R 165,Rulli,R000619,R,OH,Yea,Wounded Knee Massacre Memorial and Sacred Site Act,On Motion to Suspend the Rules and Pass,,,,,,
22,hr165,H R 165,Rutherford,R000609,R,FL,Yea,Wounded Knee Massacre Memorial and Sacred Site Act,On Motion to Suspend the Rules and Pass,,,,,,
22,hr165,H R 165,Ryan,R000579,D,NY,Yea,Wounded Knee Massacre Memorial and Sacred Site Act,On Motion to Suspend the Rules and Pass,,,,,,
22,hr165,H R 165,Salazar,S000168,R,FL,Yea,Wounded Knee Massacre Memorial and Sacred Site Act,On Motion to Suspend the Rules and Pass,,,,,,
22,hr165,H R 165,Salinas,S001226,D,OR,Yea,Wounded Knee Massacre Memorial and Sacred Site Act,On Motion to Suspend the Rules and Pass,,,,,,
22,hr165,H R 165,Sánchez,S001156,D,CA,Yea,Wounded Knee Massacre Memorial and Sacred Site Act,On Motion to Suspend the Rules and Pass,,,,,,
22,hr165,H R 165,Scalise,S001176,R,LA,Yea,Wounded Knee Massacre Memorial and Sacred Site Act,On Motion to Suspend the Rules and Pass,,,,,,
22,hr165,H R 165,Scanlon,S001205,D,PA,Yea,Wounded Knee Massacre Memorial and Sacred Site Act,On Motion to Suspend the Rules and Pass,,,,,,
22,hr165,H R 165,Schakowsky,S001145,D,IL,Yea,Wounded Knee Massacre Memorial and Sacred Site Act,On Motion to Suspend the Rules and Pass,,,,,,
22,hr165,H R 165,Schmidt,S001228,R,KS,Yea,Wounded Knee Massacre Memorial and Sacred Site Act,On Motion to Suspend the Rules and Pass,,,,,,
22,hr165,H R 165,Schneider,S001190,D,IL,Not Voting,Wounded Knee Massacre Memorial and Sacred Site Act,On Motion to Suspend the Rules and Pass,,,,,,
22,hr165,H R 165,Scholten,S001221,D,MI,Yea,Wounded Knee Massacre Memorial and Sacred Site Act,On Motion to Suspend the Rules and Pass,,,,,,
22,hr165,H R 165,Schrier,S001216,D,WA,Yea,Wounded Knee Massacre Memorial and Sacred Site Act,On Motion to Suspend the Rules and Pass,,,,,,
22,hr165,H R 165,Schweikert,S001183,R,AZ,Yea,Wounded Knee Massacre Memorial and Sacred Site Act,On Motion to Suspend the Rules and Pass,,,,,,
22,hr165,H R 165,Scott (VA),S000185,D,VA,Yea,Wounded Knee Massacre Memorial and Sacred Site Act,On Motion to Suspend the Rules and Pass,,,,,,
22,hr165,H R 165,"Scott, Austin",S001189,R,GA,Yea,Wounded Knee Massacre Memorial and Sacred Site Act,On Motion to Suspend the Rules and Pass,,,,,,
22,hr165,H R 165,"Scott, David",S001157,D,GA,Yea,Wounded Knee Massacre Memorial and Sacred Site Act,On Motion to Suspend the Rules and Pass,,,,,,
22,hr165,H R 165,Self,S001224,R,TX,Yea,Wounded Knee Massacre Memorial and Sacred Site Act,On Motion to Suspend the Rules and Pass,,,,,,
22,hr165,H R 165,Sessions,S000250,R,TX,Yea,Wounded Knee Massacre Memorial and Sacred Site Act,On Motion to Suspend the Rules and Pass,,,,,,
22,hr165,H R 165,Sewell,S001185,D,AL,Yea,Wounded Knee Massacre Memorial and Sacred Site Act,On Motion to Suspend the Rules and Pass,,,,,,
22,hr165,H R 165,Sherman,S000344,D,CA,Yea,Wounded Knee Massacre Memorial and Sacred Site Act,On Motion to Suspend the Rules and Pass,,,,,,
22,hr165,H R 165,Sherrill,S001207,D,NJ,Yea,Wounded Knee Massacre Memorial and Sacred Site Act,On Motion to Suspend the Rules and Pass,,,,,,
22,hr165,H R 165,Shreve,S001229,R,IN,Yea,Wounded Knee Massacre Memorial and Sacred Site Act,On Motion to Suspend the Rules and Pass,,,,,,
22,hr165,H R 165,Simon,S001231,D,CA,Yea,Wounded Knee Massacre Memorial and Sacred Site Act,On Motion to Suspend the Rules and Pass,,,,,,
22,hr165,H R 165,Simpson,S001148,R,ID,Yea,Wounded Knee Massacre Memorial and Sacred Site Act,On Motion to Suspend the Rules and Pass,,,,,,
22,hr165,H R 165,Smith (MO),S001195,R,MO,Yea,Wounded Knee Massacre Memorial and Sacred Site Act,On Motion to Suspend the Rules and Pass,,,,,,
22,hr165,H R 165,Smith (NE),S001172,R,NE,Yea,Wounded Knee Massacre Memorial and Sacred Site Act,On Motion to Suspend the Rules and Pass,,,,,,
22,hr165,H R 165,Smith (NJ),S000522,R,NJ,Yea,Wounded Knee Massacre Memorial and Sacred Site Act,On Motion to Suspend the Rules and Pass,,,,,,
22,hr165,H R 165,Smith (WA),S000510,D,WA,Yea,Wounded Knee Massacre Memorial and Sacred Site Act,On Motion to Suspend the Rules and Pass,,,,,,
22,hr165,H R 165,Smucker,S001199,R,PA,Yea,Wounded Knee Massacre Memorial and Sacred Site Act,On Motion to Suspend the Rules and Pass,,,,,,
22,hr165,H R 165,Sorensen,S001225,D,IL,Yea,Wounded Knee Massacre Memorial and Sacred Site Act,On Motion to Suspend the Rules and Pass,,,,,,
22,hr165,H R 165,Soto,S001200,D,FL,Yea,Wounded Knee Massacre Memorial and Sacred Site Act,On Motion to Suspend the Rules and Pass,,,,,,
22,hr165,H R 165,Spartz,S000929,R,IN,Yea,Wounded Knee Massacre Memorial and Sacred Site Act,On Motion to Suspend the Rules and Pass,,,,,,
22,hr165,H R 165,Stansbury,S001218,D,NM,Yea,Wounded Knee Massacre Memorial and Sacred Site Act,On Motion to Suspend the Rules and Pass,,,,,,
22,hr165,H R 165,Stanton,S001211,D,AZ,Yea,Wounded Knee Massacre Memorial and Sacred Site Act,On Motion to Suspend the Rules and Pass,,,,,,
22,hr165,H R 165,Stauber,S001212,R,MN,Yea,Wounded Knee Massacre Memorial and Sacred Site Act,On Motion to Suspend the Rules and Pass,,,,,,
22,hr165,H R 165,Stefanik,S001196,R,NY,Yea,Wounded Knee Massacre Memorial and Sacred Site Act,On Motion to Suspend the Rules and Pass,,,,,,
22,hr165,H R 165,Steil,S001213,R,WI,Yea,Wounded Knee Massacre Memorial and Sacred Site Act,On Motion to Suspend the Rules and Pass,,,,,,
22,hr165,H R 165,Steube,S001214,R,FL,Yea,Wounded Knee Massacre Memorial and Sacred Site Act,On Motion to Suspend the Rules and Pass,,,,,,
22,hr165,H R 165,Stevens,S001215,D,MI,Yea,Wounded Knee Massacre Memorial and Sacred Site Act,On Motion to Suspend the Rules and Pass,,,,,,
22,hr165,H R 165,Strickland,S001159,D,WA,Yea,Wounded Knee Massacre Memorial and Sacred Site Act,On Motion to Suspend the Rules and Pass,,,,,,
22,hr165,H R 165,Strong,S001220,R,AL,Yea,Wounded Knee Massacre Memorial and Sacred Site Act,On Motion to Suspend the Rules and Pass,,,,,,
22,hr165,H R 165,Stutzman,S001188,R,IN,Yea,Wounded Knee Massacre Memorial and Sacred Site Act,On Motion to Suspend the Rules and Pass,,,,,,
22,hr165,H R 165,Subramanyam,S001230,D,VA,Yea,Wounded Knee Massacre Memorial and Sacred Site Act,On Motion to Suspend the Rules and Pass,,,,,,
22,hr165,H R 165,Suozzi,S001201,D,NY,Yea,Wounded Knee Massacre Memorial and Sacred Site Act,On Motion to Suspend the Rules and Pass,,,,,,
22,hr165,H R 165,Swalwell,S001193,D,CA,Yea,Wounded Knee Massacre Memorial and Sacred Site Act,On Motion to Suspend the Rules and Pass,,,,,,
22,hr165,H R 165,Sykes,S001223,D,OH,Yea,Wounded Knee Massacre Memorial and Sacred Site Act,On Motion to Suspend the Rules and Pass,,,,,,
22,hr165,H R 165,Takano,T000472,D,CA,Yea,Wounded Knee Massacre Memorial and Sacred Site Act,On Motion to Suspend the Rules and Pass,,,,,,
22,hr165,H R 165,Taylor,T000490,R,OH,Yea,Wounded Knee Massacre Memorial and Sacred Site Act,On Motion to Suspend the Rules and Pass,,,,,,
22,hr165,H R 165,Tenney,T000478,R,NY,Yea,Wounded Knee Massacre Memorial and Sacred Site Act,On Motion to Suspend the Rules and Pass,,,,,,
22,hr165,H R 165,Thanedar,T000488,D,MI,Yea,Wounded Knee Massacre Memorial and Sacred Site Act,On Motion to Suspend the Rules and Pass,,,,,,
22,hr165,H R 165,Thompson (CA),T000460,D,CA,Yea,Wounded Knee Massacre Memorial and Sacred Site Act,On Motion to Suspend the Rules and Pass,,,,,,
22,hr165,H R 165,Thompson (MS),T000193,D,MS,Yea,Wounded Knee Massacre Memorial and Sacred Site Act,On Motion to Suspend the Rules and Pass,,,,,,
22,hr165,H R 165,Thompson (PA),T000467,R,PA,Yea,Wounded Knee Massacre Memorial and Sacred Site Act,On Motion to Suspend the Rules and Pass,,,,,,
22,hr165,H R 165,Tiffany,T000165,R,WI,Yea,Wounded Knee Massacre Memorial and Sacred Site Act,On Motion to Suspend the Rules and Pass,,,,,,
22,hr165,H R 165,Timmons,T000480,R,SC,Yea,Wounded Knee Massacre Memorial and Sacred Site Act,On Motion to Suspend the Rules and Pass,,,,,,
22,hr165,H R 165,Titus,T000468,D,NV,Yea,Wounded Knee Massacre Memorial and Sacred Site Act,On Motion to Suspend the Rules and Pass,,,,,,
22,hr165,H R 165,Tlaib,T000481,D,MI,Yea,Wounded Knee Massacre Memorial and Sacred Site Act,On Motion to Suspend the Rules and Pass,,,,,,
22,hr165,H R 165,Tokuda,T000487,D,HI,Yea,Wounded Knee Massacre Memorial and Sacred Site Act,On Motion to Suspend the Rules and Pass,,,,,,
22,hr165,H R 165,Tonko,T000469,D,NY,Yea,Wounded Knee Massacre Memorial and Sacred Site Act,On Motion to Suspend the Rules and Pass,,,,,,
22,hr165,H R 165,Torres (CA),T000474,D,CA,Yea,Wounded Knee Massacre Memorial and Sacred Site Act,On Motion to Suspend the Rules and Pass,,,,,,
22,hr165,H R 165,Torres (NY),T000486,D,NY,Yea,Wounded Knee Massacre Memorial and Sacred Site Act,On Motion to Suspend the Rules and Pass,,,,,,
22,hr165,H R 165,Trahan,T000482,D,MA,Yea,Wounded Knee Massacre Memorial and Sacred Site Act,On Motion to Suspend the Rules and Pass,,,,,,
22,hr165,H R 165,Tran,T000491,D,CA,Yea,Wounded Knee Massacre Memorial and Sacred Site Act,On Motion to Suspend the Rules and Pass,,,,,,
22,hr165,H R 165,Turner (OH),T000463,R,OH,Yea,Wounded Knee Massacre Memorial and Sacred Site Act,On Motion to Suspend the Rules and Pass,,,,,,
22,hr165,H R 165,Turner (TX),T000489,D,TX,Yea,Wounded Knee Massacre Memorial and Sacred Site Act,On Motion to Suspend the Rules and Pass,,,,,,
22,hr165,H R 165,Underwood,U000040,D,IL,Yea,Wounded Knee Massacre Memorial and Sacred Site Act,On Motion to Suspend the Rules and Pass,,,,,,
22,hr165,H R 165,Valadao,V000129,R,CA,Yea,Wounded Knee Massacre Memorial and Sacred Site Act,On Motion to Suspend the Rules and Pass,,,,,,
22,hr165,H R 165,Van Drew,V000133,R,NJ,Yea,Wounded Knee Massacre Memorial and Sacred Site Act,On Motion to Suspend the Rules and Pass,,,,,,
22,hr165,H R 165,Van Duyne,V000134,R,TX,Yea,Wounded Knee Massacre Memorial and Sacred Site Act,On Motion to Suspend the Rules and Pass,,,,,,
22,hr165,H R 165,Van Orden,V000135,R,WI,Yea,Wounded Knee Massacre Memorial and Sacred Site Act,On Motion to Suspend the Rules and Pass,,,,,,
22,hr165,H R 165,Vargas,V000130,D,CA,Yea,Wounded Knee Massacre Memorial and Sacred Site Act,On Motion to Suspend the Rules and Pass,,,,,,
22,hr165,H R 165,Vasquez,V000136,D,NM,Yea,Wounded Knee Massacre Memorial and Sacred Site Act,On Motion to Suspend the Rules and Pass,,,,,,
22,hr165,H R 165,Veasey,V000131,D,TX,Yea,Wounded Knee Massacre Memorial and Sacred Site Act,On Motion to Suspend the Rules and Pass,,,,,,
22,hr165,H R 165,Velázquez,V000081,D,NY,Yea,Wounded Knee Massacre Memorial and Sacred Site Act,On Motion to Suspend the Rules and Pass,,,,,,
22,hr165,H R 165,Vindman,V000138,D,VA,Yea,Wounded Knee Massacre Memorial and Sacred Site Act,On Motion to Suspend the Rules and Pass,,,,,,
22,hr165,H R 165,Wagner,W000812,R,MO,Yea,Wounded Knee Massacre Memorial and Sacred Site Act,On Motion to Suspend the Rules and Pass,,,,,,
22,hr165,H R 165,Walberg,W000798,R,MI,Yea,Wounded Knee Massacre Memorial and Sacred Site Act,On Motion to Suspend the Rules and Pass,,,,,,
22,hr165,H R 165,Wasserman Schultz,W000797,D,FL,Yea,Wounded Knee Massacre Memorial and Sacred Site Act,On Motion to Suspend the Rules and Pass,,,,,,
22,hr165,H R 165,Waters,W000187,D,CA,Not Voting,Wounded Knee Massacre Memorial and Sacred Site Act,On Motion to Suspend the Rules and Pass,,,,,,
22,hr165,H R 165,Watson Coleman,W000822,D,NJ,Yea,Wounded Knee Massacre Memorial and Sacred Site Act,On Motion to Suspend the Rules and Pass,,,,,,
22,hr165,H R 165,Weber (TX),W000814,R,TX,Yea,Wounded Knee Massacre Memorial and Sacred Site Act,On Motion to Suspend the Rules and Pass,,,,,,
22,hr165,H R 165,Webster (FL),W000806,R,FL,Yea,Wounded Knee Massacre Memorial and Sacred Site Act,On Motion to Suspend the Rules and Pass,,,,,,
22,hr165,H R 165,Westerman,W000821,R,AR,Yea,Wounded Knee Massacre Memorial and Sacred Site Act,On Motion to Suspend the Rules and Pass,,,,,,
22,hr165,H R 165,Whitesides,W000830,D,CA,Not Voting,Wounded Knee Massacre Memorial and Sacred Site Act,On Motion to Suspend the Rules and Pass,,,,,,
22,hr165,H R 165,Wied,W000829,R,WI,Yea,Wounded Knee Massacre Memorial and Sacred Site Act,On Motion to Suspend the Rules and Pass,,,,,,
22,hr165,H R 165,Williams (GA),W000788,D,GA,Yea,Wounded Knee Massacre Memorial and Sacred Site Act,On Motion to Suspend the Rules and Pass,,,,,,
22,hr165,H R 165,Williams (TX),W000816,R,TX,Not Voting,Wounded Knee Massacre Memorial and Sacred Site Act,On Motion to Suspend the Rules and Pass,,,,,,
22,hr165,H R 165,Wilson (FL),W000808,D,FL,Yea,Wounded Knee Massacre Memorial and Sacred Site Act,On Motion to Suspend the Rules and Pass,,,,,,
22,hr165,H R 165,Wilson (SC),W000795,R,SC,Yea,Wounded Knee Massacre Memorial and Sacred Site Act,On Motion to Suspend the Rules and Pass,,,,,,
22,hr165,H R 165,Wittman,W000804,R,VA,Yea,Wounded Knee Massacre Memorial and Sacred Site Act,On Motion to Suspend the Rules and Pass,,,,,,
22,hr165,H R 165,Womack,W000809,R,AR,Yea,Wounded Knee Massacre Memorial and Sacred Site Act,On Motion to Suspend the Rules and Pass,,,,,,
22,hr165,H R 165,Yakym,Y000067,R,IN,Yea,Wounded Knee Massacre Memorial and Sacred Site Act,On Motion to Suspend the Rules and Pass,,,,,,
22,hr165,H R 165,Zinke,Z000018,R,MT,Yea,Wounded Knee Massacre Memorial and Sacred Site Act,On Motion to Suspend the Rules and Pass,,,,,,
